,N,size,br_hrane_po_stepenu,br_stepena_otrovnosti,agent_memory_size,agent_walk_energy
227,0.46815,0.66875,0.43895,0.2278,0.47290000000000004,1.0
228,0.484,0.71655,0.1689,0.2347,0.414,1.0
229,0.4513,0.6757500000000001,0.1285,0.1317,0.46305,1.0
230,0.5029,0.72135,0.0514,0.1068,0.391,1.0
231,0.5159,0.7158,0.0323,0.081,0.36424999999999996,1.0
232,0.5483,0.75465,0.0136,0.0896,0.43429999999999996,1.0
233,0.5025,0.74905,0.0044,0.0557,0.4532,1.0
234,0.5347,0.791,0.0229,0.0512,0.39715,1.0
235,0.5017,0.7831,0.0046,0.0753,0.42119999999999996,1.0
236,0.45265,0.8155,0.0015,0.0543,0.39875,1.0
237,0.4945,0.82465,0.0117,0.0261,0.4001,1.0
238,0.4535,0.8177,0.0005,0.0437,0.41725,1.0
239,0.5326,0.83705,0.001,0.009,0.387,1.0
240,0.574,0.06824999999999999,0.88575,0.9802,0.94905,0.0
241,0.491,0.0039,0.79665,0.9803499999999999,0.8831,0.0
242,0.4757,0.03205,0.7089,0.9801,0.8271,0.0
243,0.4759,0.0786,0.67405,0.9799,0.77415,0.0
244,0.534,0.11495,0.6436,0.9672,0.68685,0.0
245,0.5431,0.16565,0.5723,0.919,0.66265,0.0
246,0.5723,0.2432,0.60625,0.8897,0.61635,0.0
247,0.5469,0.34075,0.5610499999999999,0.8724,0.5644,0.0
248,0.5155,0.4009,0.5224,0.789,0.56065,0.0
249,0.5026,0.40565,0.5418,0.655,0.5207999999999999,0.0024
250,0.4502,0.45020000000000004,0.53125,0.3825,0.499,0.9998
251,0.4741,0.5665,0.48245,0.3853,0.49015,1.0
252,0.4881,0.62365,0.18835,0.3553,0.443,1.0
253,0.4532,0.5772499999999999,0.1435,0.2276,0.48685,1.0
254,0.508,0.6234999999999999,0.0564,0.1811,0.4138,1.0
255,0.522,0.61305,0.0349,0.1449,0.39665,1.0
256,0.5501,0.66525,0.0149,0.1376,0.46204999999999996,1.0
257,0.5062,0.64735,0.0052,0.0864,0.47359999999999997,1.0
258,0.5349,0.70085,0.0231,0.0806,0.41765,1.0
259,0.5083,0.6812,0.0046,0.1124,0.44125,1.0
260,0.4599,0.7233999999999999,0.0017,0.0782,0.42335,1.0
261,0.5044,0.7360500000000001,0.012,0.0464,0.42125,1.0
262,0.4647,0.73335,0.0005,0.0579,0.43679999999999997,1.0
263,0.5381,0.7603500000000001,0.0012,0.0201,0.40635,1.0
264,0.588,0.06845,0.87025,1.0,0.96305,0.0
265,0.5256,0.0049,0.7809499999999999,1.0,0.8899,0.0
266,0.50995,0.035800000000000005,0.68445,1.0,0.8371,0.0
267,0.51455,0.086,0.64395,1.0,0.7908999999999999,0.0
268,0.5761,0.12849999999999998,0.6106,0.9878,0.69325,0.0
269,0.5865,0.1824,0.53725,0.9498,0.67115,0.0
270,0.62115,0.2661,0.57845,0.9273,0.61905,0.0
271,0.5929,0.3738,0.53175,0.917,0.56325,0.0
272,0.5606,0.4456,0.49119999999999997,0.8577,0.55995,0.0
273,0.5492,0.4471,0.5123,0.7516,0.5167999999999999,0.0
274,0.5498,0.5498000000000001,0.46875,0.6175,0.501,0.0002
275,0.5219,0.62785,0.4462,0.49474999999999997,0.49579999999999996,0.9993
276,0.54265,0.68365,0.1712,0.465,0.44449999999999995,1.0
277,0.5054,0.6336,0.1311,0.3183,0.48765,1.0
278,0.5584,0.69,0.0532,0.2475,0.41545,1.0
279,0.5722,0.6847,0.0319,0.2131,0.39865,1.0
280,0.6023,0.7247,0.0128,0.1867,0.4654,1.0
281,0.5581,0.72275,0.0047,0.1271,0.4742,1.0
282,0.58575,0.7736,0.0231,0.1132,0.4198,1.0
283,0.559,0.76105,0.0044,0.1481,0.44555,1.0
284,0.513,0.80225,0.0016,0.0991,0.42245,1.0
285,0.5535,0.80975,0.0121,0.0639,0.4246,1.0
286,0.5153,0.8047,0.0004,0.071,0.43685,1.0
287,0.5887,0.8284,0.0009,0.036,0.4065,1.0
288,0.5792,0.06905,0.8861,1.0,0.9632999999999999,0.0
289,0.505,0.0029,0.8078,1.0,0.8809,0.0
290,0.4905,0.0232,0.7234999999999999,1.0,0.8229,0.0
291,0.5028,0.06155,0.68615,1.0,0.7737499999999999,0.0
292,0.5584,0.0952,0.6606,0.9916,0.68545,0.0
293,0.5719,0.1291,0.58805,0.9765,0.67025,0.0
294,0.60975,0.18905,0.62415,0.9596,0.6112,0.0
295,0.5831,0.27999999999999997,0.58145,0.9511,0.5680499999999999,0.0
296,0.5376,0.3404,0.5398499999999999,0.8892,0.5599999999999999,0.0
297,0.53185,0.33125,0.56105,0.7722,0.5271,0.0
298,0.5259,0.4335,0.51755,0.6147,0.50985,0.0
299,0.4781,0.37215,0.5538,0.50525,0.5042,0.0007
300,0.5138,0.5618,0.20345,0.4723,0.45385,0.9988
301,0.4795,0.5086499999999999,0.1491,0.3283,0.49779999999999996,1.0
302,0.5364,0.5626500000000001,0.0588,0.2559,0.42255,1.0
303,0.554,0.5432999999999999,0.034,0.2191,0.41295,1.0
304,0.5903,0.60645,0.0167,0.1928,0.47265,1.0
305,0.5388,0.5881500000000001,0.0062,0.1325,0.4828,1.0
306,0.57335,0.64955,0.0241,0.1198,0.42725,1.0
307,0.5353,0.6303,0.0055,0.1567,0.4546,1.0
308,0.4789,0.6777,0.0026,0.1031,0.4348,1.0
309,0.5374,0.6959,0.0129,0.0667,0.433,1.0
310,0.4846,0.68865,0.0008,0.0726,0.44655,1.0
311,0.573,0.7224499999999999,0.0013,0.0369,0.4108,1.0
312,0.5787,0.06924999999999999,0.9686,1.0,0.9381499999999999,0.0
313,0.4966,0.0023,0.95255,1.0,0.89175,0.0
314,0.48155,0.018099999999999998,0.9199,1.0,0.84565,0.0
315,0.48875,0.052450000000000004,0.9047,1.0,0.8024,0.0
316,0.5483,0.07970000000000001,0.8864,0.9879,0.72885,0.0
317,0.5541,0.10775,0.8507,0.9552,0.7063,0.0
318,0.5877,0.16085,0.87545,0.9315,0.6686,0.0
319,0.5653,0.24065,0.8412499999999999,0.9206,0.6183,0.0
320,0.5266,0.28865,0.81575,0.8626,0.61735,0.0
321,0.516,0.28345000000000004,0.8311,0.7653,0.586,0.0
322,0.5119,0.37634999999999996,0.81165,0.6447,0.5569999999999999,0.0
323,0.45735,0.31634999999999996,0.8288,0.535,0.5555,0.0
324,0.4862,0.4382,0.79655,0.5277,0.54615,0.0012
325,0.4619,0.4504,0.3262,0.3541,0.5454,0.9994
326,0.5224,0.5023000000000001,0.1445,0.2893,0.46654999999999996,1.0
327,0.5369,0.47715,0.1051,0.2535,0.44734999999999997,1.0
328,0.5692,0.5495,0.069,0.2116,0.5179,1.0
329,0.5218,0.52075,0.0281,0.1578,0.5266,1.0
330,0.5547,0.5864,0.0407,0.1359,0.471,1.0
331,0.5236,0.56395,0.0246,0.1622,0.48469999999999996,1.0
332,0.4749,0.61345,0.0138,0.1085,0.47414999999999996,1.0
333,0.5225,0.6286999999999999,0.0241,0.0741,0.4794,1.0
334,0.4796,0.6302,0.0039,0.0793,0.482,1.0
335,0.5539,0.6694,0.0096,0.0466,0.45405,1.0
336,0.5858,0.0697,0.9736,1.0,0.97455,0.0
337,0.5169,0.0031,0.9587,1.0,0.9055,0.0
338,0.5039,0.024650000000000002,0.9255,1.0,0.8527,0.0
339,0.5194,0.06145,0.9159,1.0,0.80325,0.0
340,0.577,0.09205,0.9052,0.9988,0.7091999999999999,0.0
341,0.5879,0.12425,0.8802,0.9927,0.6874,0.0
342,0.6248,0.18645,0.8987,0.9833,0.63355,0.0
343,0.6016,0.274,0.8777,0.9748,0.57635,0.0
344,0.5616,0.3266,0.85925,0.9395,0.57745,0.0
345,0.5487,0.32425,0.8715,0.8683,0.53695,0.0
346,0.5468,0.42274999999999996,0.8565,0.7724,0.51315,0.0
347,0.4946,0.3664,0.8689,0.6817,0.51235,0.0
348,0.5205,0.49135,0.8509,0.6717,0.5022,0.0
349,0.5381,0.5496,0.6738,0.6459,0.4546,0.0006
350,0.552,0.55515,0.29685,0.4149,0.42625,0.9988
351,0.5734,0.53585,0.2526,0.3881,0.40575,1.0
352,0.6068,0.5969,0.1632,0.3061,0.47245,1.0
353,0.5602,0.57465,0.0759,0.2403,0.48455,1.0
354,0.5908,0.6378999999999999,0.0745,0.2015,0.4285,1.0
355,0.55975,0.62325,0.0418,0.2402,0.45265,1.0
356,0.504,0.6639999999999999,0.0371,0.1601,0.43524999999999997,1.0
357,0.5496,0.67895,0.043,0.1185,0.43315,1.0
358,0.5061,0.6761499999999999,0.0106,0.1099,0.45125,1.0
359,0.5909,0.71475,0.0253,0.082,0.41865,1.0
360,0.5719,0.06915,0.9704,0.99,0.9961,0.0
361,0.48545,0.0021,0.9697,0.99,0.9343,0.0
362,0.46895,0.0182,0.9631,0.9901,0.8856999999999999,0.0
363,0.47315,0.052300000000000006,0.961,0.99,0.84335,0.0
364,0.531,0.08145,0.9598,0.9893,0.7602,0.0
365,0.5397,0.10765000000000001,0.95,0.98,0.73825,0.0
366,0.5745,0.1583,0.9586,0.9723,0.6951499999999999,0.0
367,0.5432,0.24055,0.9497,0.9668,0.65005,0.0
368,0.5072,0.2891,0.9446,0.9396,0.64285,0.0
369,0.4971,0.27864999999999995,0.9486,0.8932,0.609,0.0
370,0.492,0.3765,0.9436,0.8189,0.5861999999999999,0.0
371,0.4416,0.31,0.9468,0.7525,0.58455,0.0
372,0.4636,0.43735,0.9412,0.7441,0.57745,0.0
373,0.4776,0.4977,0.8555,0.7107,0.53345,0.0
374,0.448,0.44484999999999997,0.7031499999999999,0.5851,0.57375,0.0012
375,0.5144,0.4795,0.4298,0.4651,0.48135,0.9983
376,0.5513,0.5466,0.3192,0.3821,0.5521,1.0
377,0.5008,0.52025,0.1785,0.3172,0.5576,1.0
378,0.5341,0.586,0.1489,0.2649,0.5045499999999999,1.0
379,0.4996,0.5624,0.0946,0.3017,0.5206,1.0
380,0.4476,0.61505,0.085,0.213,0.5054,1.0
381,0.4986,0.6365000000000001,0.0921,0.1681,0.5112,1.0
382,0.4523,0.6244000000000001,0.0287,0.1443,0.5136,1.0
383,0.5349,0.6686500000000001,0.0488,0.1271,0.4861,1.0
384,0.5719,0.0691,0.98,1.0,0.9522999999999999,0.0
385,0.4791,0.0018499999999999999,0.9799,1.0,0.88155,0.0
386,0.4646,0.0183,0.9778,1.0,0.8482,0.0
387,0.4715,0.052500000000000005,0.9761,1.0,0.8159,0.0
388,0.5247,0.08115,0.9747,1.0,0.7564,0.0
389,0.542,0.1053,0.9705,0.9902,0.73765,0.0
390,0.5737,0.156,0.973,0.9832,0.70975,0.0
391,0.5399,0.24364999999999998,0.9688,0.9779,0.66515,0.0
392,0.499,0.30029999999999996,0.9656,0.959,0.666,0.0
393,0.4841,0.2842,0.9677,0.919,0.63575,0.0
394,0.478,0.38695,0.9651,0.8551,0.6033499999999999,0.0
395,0.4278,0.31529999999999997,0.9681,0.7869,0.6013499999999999,0.0
396,0.446,0.4567,0.966,0.7809,0.58705,0.0
397,0.4631,0.52285,0.8949,0.7465,0.55265,0.0
398,0.4266,0.46415,0.7474,0.6119,0.59425,0.0
399,0.4856,0.5205000000000001,0.5702,0.5349,0.5186499999999999,0.0017
400,0.5354,0.5712,0.3701,0.4057,0.56925,0.9969
401,0.4828,0.5474,0.2415,0.3399,0.5732,1.0
402,0.5195,0.6212,0.1949,0.2839,0.5194,1.0
403,0.4833,0.58845,0.1346,0.3237,0.52895,1.0
404,0.4243,0.65405,0.1141,0.2298,0.52905,1.0
405,0.4745,0.6703,0.1163,0.1854,0.52985,1.0
406,0.4283,0.6646,0.0447,0.1571,0.52665,1.0
407,0.5183,0.70245,0.0679,0.1393,0.5061,1.0
408,0.5648,0.0693,1.0,0.99,0.96795,0.0
409,0.46085,0.0019,0.9999,0.99,0.88135,0.0
410,0.44405,0.015099999999999999,0.997,0.99,0.8364,0.0
411,0.4478,0.044,0.9953,0.99,0.79575,0.0
